NDB_No,Shrt_Desc,Water_.g.,Energ_Kcal,Protein_.g.,Lipid_Tot_.g.,Ash_.g.,Carbohydrt_.g.,Fiber_TD_.g.,Sugar_Tot_.g.,Calcium_.mg.,Iron_.mg.,Magnesium_.mg.,Phosphorus_.mg.,Potassium_.mg.,Sodium_.mg.,Zinc_.mg.,Copper_mg.,Manganese_.mg.,Selenium_.µg.,Vit_C_.mg.,Thiamin_.mg.,Riboflavin_.mg.,Niacin_.mg.,Panto_Acid_mg.,Vit_B6_.mg.,Folate_Tot_.µg.,Folic_Acid_.µg.,Food_Folate_.µg.,Folate_DFE_.µg.,Choline_Tot_..mg.,Vit_B12_.µg.,Vit_A_IU,Vit_A_RAE,Retinol_.µg.,Alpha_Carot_.µg.,Beta_Carot_.µg.,Beta_Crypt_.µg.,Lycopene_.µg.,Lut.Zea_..µg.,Vit_E_.mg.,Vit_D_µg,Vit_D_IU,Vit_K_.µg.,FA_Sat_.g.,FA_Mono_.g.,FA_Poly_.g.,Cholestrl_.mg.,,,,,,,,,,,
23200,"BEEF,RIB EYE RST,BNLES,LIP-ON,LN & FAT,1/8\ FAT",SEL,CKD,"RSTD""",55.56,277,24.85,19.68,0.98,0,0,0,11,1.87,22,160,295,54,6.09,0.075,0.075,31,0,0.072,0.285,5.281,0.57,0.48,6,0,6,6,48.2,2.01,26,8,8,0,0,0,0,0,0.08,0.1,6,1.6,8.482,9.135,0.992,80,,,,,,,,
23159,"BEEF,RIB EYE RST,BNLESS,LIP-ON,LN,1/8\ FAT",ALL GRDS,CKD,"RSTD""",59.55,218,28.21,11.68,1.05,0,0,0,8,2.13,24,178,326,56,7.09,0.089,0.089,35.5,0,0.09,0.292,5.85,0.645,0.54,7,0,7,7,55.9,2.33,6,2,2,0,0,0,0,0,0.1,0.1,4,1.6,4.535,5.269,0.696,80,,,,,,,,
23160,"BEEF,RIB EYE RST,BNLESS,LIP-ON,LN,1/8\ FAT",CHOIC,CKD,"RSTD""",58.26,229,27.87,13.01,1.01,0,0,0,8,2.2,24,175,319,54,7.12,0.093,0.093,34.8,0,0.1,0.277,5.657,0.66,0.534,7,0,7,7,56.5,2.43,5,2,2,0,0,0,0,0,0.12,0.1,5,1.6,5.187,6.091,0.777,81,,,,,,,,
23161,"BEEF,RIB EYE RST,BNLESS,LIP-ON,LN,1/8\ FAT",SEL,CKD,"RSTD""",61.49,202,28.72,9.68,1.11,0,0,0,8,2.02,25,183,335,59,7.05,0.083,0.083,36.5,0,0.08,0.315,6.14,0.63,0.549,7,0,7,7,55.2,2.18,7,2,2,0,0,0,0,0,0.08,0.1,4,1.6,3.556,4.037,0.574,79,,,,,,,,
23198,"BEEF,RIB EYE RST,BNLS,LP-ON,LN & FT,1/8\ FT",ALL GRD,CKD,"RSTD""",53.79,292,24.3,21.66,0.93,0,0,0,11,1.95,21,155,286,52,6.09,0.079,0.079,30.1,0,0.08,0.265,5.023,0.58,0.47,6,0,6,6,48.6,2.13,26,8,8,0,0,0,0,0,0.1,0.2,7,1.6,9.419,10.277,1.101,81,,,,,,,,
23101,"BEEF,RIB EYE RST,BONE-IN,LIP-ON,LN,1/8\ FAT",CHOIC,CKD,"RSTD""",57.57,240,27.18,14.55,1.02,0,0,0,11,2.37,24,174,296,68,6.11,0.086,0.086,28.5,0,0.11,0.328,5.478,0.68,0.517,7,0,7,7,55.7,2.23,5,2,2,0,0,0,0,0,0.12,0.1,4,1.6,5.606,6.622,0.658,83,,,,,,,,
23147,"BEEF,RIB EYE RST,BONE-IN,LIP-ON,LN,1/8\ FAT",SEL,CKD,"RSTD""",60.3,219,27.03,12.29,1.11,0,0,0,11,2.35,24,170,295,70,6.2,0.083,0.083,26.5,0,0.08,0.33,5.685,0.69,0.584,7,0,7,7,55.4,2.31,7,2,2,0,0,0,0,0,0.07,0.1,4,1.6,4.736,5.281,0.562,77,,,,,,,,
23148,"BEEF,RIB EYE STEAK,BNLES,LIP-ON,LN,1/8\ FAT",CHOIC,CKD,"GRILD""",60.57,217,27.3,11.97,1.01,0,0,0,8,2.65,25,174,282,60,6.97,0.087,0.087,33,0,0.08,0.335,5.545,0.59,0.514,7,0,7,7,57.7,2.37,5,1,1,0,0,0,0,0,0.12,0.1,4,1.6,4.645,5.433,0.554,80,,,,,,,,
23149,"BEEF,RIB EYE STEAK,BNLESS,LIP-ON,LN,1/8\ FAT",SEL,CKD,"GRILLED""",62.56,192,28.98,8.48,1.05,0,0,0,6,2.34,26,181,318,59,7.05,0.096,0.096,39.5,0,0.08,0.305,6.18,0.6,0.623,7,0,7,7,56.3,2.25,7,2,2,0,0,0,0,0,0.07,0.1,3,1.6,3.534,4.015,0.539,77,,,,,,,,
23174,"BEEF,RIB EYE STEAK,BNLESS,LIP OFF,LN,0\ FAT",ALL GRDS,CKD,"GRI""",60.91,206,28.11,10.37,1.09,0,0,0,7,2.53,25,177,296,59,7,0.09,0.09,35.6,0,0.08,0.323,5.799,0.595,0.558,7,0,7,7,57,2.32,6,2,2,0,0,0,0,0,0.1,0.1,4,1.6,4.2,4.866,0.548,79,,,,,,,,
23175,"BEEF,RIB EYE STEAK,BNLESS,LIP OFF,LN,0\ FAT",ALL GRDS,"RAW""",69.93,154,21.85,7.41,0.98,0,0,0,6,1.94,23,156,276,56,5.67,0.076,0.075,27.3,0,0.115,0.271,5.555,0.53,0.467,4,0,4,4,48.7,1.87,7,2,2,0,0,0,0,0,0.15,0.1,3,1.5,2.759,3.277,0.439,66,,,,,,,,,
23176,"BEEF,RIB EYE STEAK,BNLESS,LIP OFF,LN,0\ FAT",CHOIC,CKD,"GRILLE""",60.09,215,27.39,11.75,1.06,0,0,0,8,2.65,25,174,282,60,6.97,0.087,0.087,33,0,0.08,0.335,5.545,0.59,0.514,7,0,7,7,57.7,2.37,5,1,1,0,0,0,0,0,0.12,0.1,4,1.6,4.645,5.433,0.554,80,,,,,,,,
23177,"BEEF,RIB EYE STEAK,BNLESS,LIP OFF,LN,0\ FAT",CHOIC,"RAW""",69.22,162,21.44,8.5,0.97,0,0,0,7,2.04,22,153,262,56,5.63,0.071,0.071,27.5,0,0.13,0.278,5.538,0.53,0.479,3,0,3,3,47.9,1.96,6,2,2,0,0,0,0,0,0.18,0.1,4,1.5,3.057,3.576,0.467,63,,,,,,,,,
23178,"BEEF,RIB EYE STEAK,BNLESS,LIP OFF,LN,0\ FAT",SEL,CKD,"GRILLED""",62.15,191,29.18,8.31,1.15,0,0,0,6,2.34,26,181,318,59,7.05,0.096,0.096,39.5,0,0.08,0.305,6.18,0.6,0.623,7,0,7,7,56.3,2.25,7,2,2,0,0,0,0,0,0.07,0.1,3,1.6,3.534,4.015,0.539,77,,,,,,,,
23179,"BEEF,RIB EYE STEAK,BNLESS,LIP OFF,LN,0\ FAT",SEL,"RAW""",71,142,22.46,5.78,1,0,0,0,5,1.8,23,160,297,55,5.72,0.084,0.082,27,0,0.1,0.26,5.58,0.53,0.449,4,0,4,4,49.4,1.75,8,2,2,0,0,0,0,0,0.1,0.1,3,1.5,2.313,2.83,0.396,70,,,,,,,,,
23195,"BEEF,RIB EYE STEAK,BNLS,LIP-ON,LN & FAT,1/8\ FAT",CHC,CKD,"GRD""",53.5,303,22.92,23.52,0.88,0,0,0,12,2.33,21,149,247,54,5.84,0.076,0.076,27.4,0,0.07,0.294,4.666,0.529,0.439,6,0,6,6,48.9,2.13,25,7,7,0,0,0,0,0,0.11,0.2,7,1.6,10.307,11.247,1.059,81,,,,,,,,
23157,"BEEF,RIB EYE STEAK,BONE-IN,LIP-ON,LN,1/8\ FAT",CHOIC,CKD,"GRLD""",59.13,229,27.03,13.44,1.04,0,0,0,22,2.61,25,184,276,67,6,0.083,0.083,28.3,0,0.1,0.337,5.675,0.64,0.53,7,0,7,7,57.5,2.21,5,1,1,0,0,0,0,0,0.1,0.1,4,1.6,4.897,5.828,0.607,82,,,,,,,,
23158,"BEEF,RIB EYE STEAK,BONE-IN,LIP-ON,LN,1/8\ FAT",SEL,CKD,"GRILD""",60.51,210,27.96,10.91,1.15,0,0,0,22,2.63,25,185,284,67,6.01,0.078,0.078,28,0,0.11,0.33,5.695,0.61,0.573,7,0,7,7,56.6,2.23,7,2,2,0,0,0,0,0,0.06,0.1,3,1.6,4.639,5.327,0.573,78,,,,,,,,
23154,"BEEF,RIB EYE STEAK/ROAST,BNLESS,LIP-ON,LN,1/8\ FAT",CHOIC,"RAW""",69.65,161,21.62,8.29,0.99,0,0,0,7,2.04,22,153,262,56,5.63,0.071,0.071,27.5,0,0.13,0.278,5.538,0.53,0.479,3,0,3,3,47.9,1.96,6,2,2,0,0,0,0,0,0.18,0.1,3,1.5,3.057,3.576,0.467,63,,,,,,,,,
23155,"BEEF,RIB EYE STEAK/ROAST,BNLESS,LIP-ON,LN,1/8\ FAT",SEL,"RAW""",70.89,148,22.55,6.41,1.03,0,0,0,5,1.8,23,160,297,55,5.72,0.084,0.082,27,0,0.1,0.26,5.58,0.53,0.449,4,0,4,4,49.4,1.75,8,2,2,0,0,0,0,0,0.1,0.1,3,1.5,2.313,2.83,0.396,70,,,,,,,,,
23152,"BEEF,RIB EYE STEAK/ROAST,BONE-IN,LIP-ON,LN,1/8\ FAT",SEL,"RAW""",70.21,155,21.65,7.64,1,0,0,0,10,1.99,21,148,281,63,5.07,0.072,0.072,20.5,0,0.1,0.255,5.34,0.56,0.521,3,0,3,3,49.4,1.96,8,2,2,0,0,0,0,0,0.14,0.1,2,1.5,3.039,3.528,0.393,62,,,,,,,,,
23202,"BEEF,RIB EYE STEAK/ROST,BNLS,LIP-ON,LN & FAT,1/8\ FAT",CHC,"RW""",60.9,253,18.39,19.95,0.87,0,0,0,8,1.81,19,128,224,50,4.71,0.063,0.063,23.3,0,0.107,0.244,4.629,0.474,0.404,3,0,3,3,41.1,1.75,15,5,5,0,0,0,0,0,0.17,0.2,6,1.5,8.741,9.322,0.932,68,,,,,,,,,
23213,"BEEF,RIB EYE STEAK/ROST,BNLS,LIP-ON,LN & FAT,1/8\ FAT",SEL,"RW""",63.08,230,19.55,16.9,0.91,0,0,0,7,1.64,20,137,256,50,4.88,0.074,0.072,23.2,0,0.086,0.233,4.759,0.48,0.388,3,0,3,3,43.1,1.61,16,5,5,0,0,0,0,0,0.1,0.1,5,1.5,7.515,8.092,0.825,74,,,,,,,,,
23151,"BEEF,RIB EYE STEAK/RST,BONE-IN,LIP-ON,LN,1/8\ FAT",CHOIC,"RAW""",68.58,173,20.93,9.97,0.95,0,0,0,9,1.95,22,156,270,65,4.77,0.073,0.073,21.5,0,0.1,0.278,4.907,0.52,0.467,3,0,3,3,51.5,1.93,7,2,2,0,0,0,0,0,0.16,0.1,4,1.5,3.88,4.531,0.464,65,,,,,,,,,
23188,"BEEF,RIB EYE STK,BN-IN,LIP-ON,LN & FT,1/8\ FT",AL GDS,CKD,"GRL""",52.62,309,22.9,24.2,0.93,0,0,0,22,2.29,21,156,243,60,5.05,0.071,0.071,23.5,0,0.088,0.293,4.733,0.553,0.461,6,0,6,6,48,2.01,26,8,8,0,0,0,0,0,0.09,0.2,7,1.6,10.629,11.616,1.104,82,,,,,,,,
23186,"BEEF,RIB EYE STK,BNE-IN,LIP-ON,LN & FT,1/8\ FAT",CHOC,CKD,"GRL""",52.36,313,22.71,24.7,0.9,0,0,0,22,2.29,22,156,242,60,5.07,0.073,0.073,23.7,0,0.085,0.296,4.752,0.567,0.45,6,0,6,6,48.6,2,25,8,8,0,0,0,0,0,0.1,0.2,7,1.6,10.566,11.62,1.103,83,,,,,,,,
23187,"BEEF,RIB EYE STK,BNE-IN,LIP-ON,LN & FT,1/8\ FAT",SEL,CKD,"GRLD""",53.01,304,23.19,23.47,0.98,0,0,0,22,2.29,21,155,246,59,5.03,0.069,0.069,23.2,0,0.092,0.288,4.705,0.54,0.477,6,0,6,6,47.4,2.02,28,8,8,0,0,0,0,0,0.07,0.2,6,1.6,10.723,11.609,1.105,80,,,,,,,,
23156,"BEEF,RIB EYE STK,BNE-IN,LIP-ON,LN,1/8\ FAT",ALL GRDS,CKD,"GRLD""",59.69,221,27.4,12.43,1.09,0,0,0,22,2.62,25,184,279,67,6,0.081,0.081,28.2,0,0.105,0.334,5.683,0.625,0.547,7,0,7,7,57.1,2.22,6,2,2,0,0,0,0,0,0.08,0.1,4,1.6,4.794,5.628,0.594,80,,,,,,,,
23100,"BEEF,RIB EYE STK,BNLES,LIP-ON,LN,1/8\ FAT",ALL GRDS,CKD,"GRLD""",61.36,207,27.97,10.57,1.02,0,0,0,7,2.53,25,177,296,59,7,0.09,0.09,35.6,0,0.08,0.323,5.799,0.595,0.558,7,0,7,7,57,2.32,6,2,2,0,0,0,0,0,0.1,0.1,4,1.6,4.2,4.866,0.548,79,,,,,,,,
23196,"BEEF,RIB EYE STK,BNLS,LIP-ON,LN & FAT,1/8\ FAT",SEL,CKD,"GILD""",55.98,273,24.83,19.25,0.93,0,0,0,10,2.12,23,157,279,54,6.03,0.085,0.085,33.2,0,0.071,0.275,5.27,0.544,0.534,6,0,6,6,48.8,2.06,26,8,8,0,0,0,0,0,0.08,0.1,6,1.6,8.749,9.426,0.981,79,,,,,,,,
23197,"BEEF,RIB EYE STK,BNLS,LIP-ON,LN & FT,1/8\ FT",AL GRD,CKD,"GRLD""",54.49,291,23.69,21.81,0.9,0,0,0,11,2.24,22,152,260,54,5.91,0.08,0.08,29.7,0,0.071,0.287,4.908,0.536,0.477,6,0,6,6,48.8,2.1,25,8,8,0,0,0,0,0,0.1,0.2,7,1.6,9.684,10.519,1.027,80,,,,,,,,
23192,"BEEF,RIB EYE STK/RST,BNE-IN,IP-ON,LN & FT,1/8\ FT",AL GRDS,"RW""",60.8,255,18.13,20.31,0.85,0,0,0,10,1.74,18,128,233,56,4.12,0.064,0.064,18.3,0,0.084,0.236,4.273,0.481,0.413,3,0,3,3,43.1,1.74,16,5,5,0,0,0,0,0,0.15,0.2,6,1.5,9.097,9.717,0.907,69,,,,,,,,,
23193,"BEEF,RIB EYE STK/RST,BNE-IN,LIP-ON,LN & FAT,1/8\ FAT",CHC,"RAW""",60.35,260,17.92,20.96,0.84,0,0,0,10,1.73,18,131,231,57,4.04,0.064,0.064,18.6,0,0.084,0.244,4.153,0.466,0.397,3,0,3,3,44.1,1.74,15,5,5,0,0,0,0,0,0.15,0.2,7,1.5,9.265,9.929,0.921,70,,,,,,,,,
23153,"BEEF,RIB EYE STK/RST,BNLESS,LIP-ON,LN,1/8\ FAT",ALL GRDS,"RAW""",70.14,156,21.99,7.54,1.01,0,0,0,6,1.94,23,156,276,56,5.67,0.076,0.075,27.3,0,0.115,0.271,5.555,0.53,0.467,4,0,4,4,48.7,1.87,7,2,2,0,0,0,0,0,0.15,0.1,3,1.5,2.759,3.277,0.439,66,,,,,,,,,
23201,"BEEF,RIB EYE STK/RST,BNLS,LIP-ON,LN & FAT,1/8\ FAT",AL GRD,"RW""",61.77,244,18.85,18.73,0.89,0,0,0,8,1.74,19,132,236,50,4.78,0.067,0.067,23.3,0,0.097,0.239,4.681,0.477,0.398,3,0,3,3,42.1,1.7,15,5,5,0,0,0,0,0,0.14,0.1,6,1.5,8.251,8.83,0.889,70,,,,,,,,,
23194,"BEEF,RIB EYE STK/RST,BONE-IN,LIP-ON,LN & FAT,1/8\ FAT",SEL,"RW""",61.47,248,18.44,19.34,0.88,0,0,0,11,1.76,18,124,237,55,4.24,0.063,0.063,17.7,0,0.084,0.224,4.454,0.495,0.437,3,0,3,3,42.1,1.75,16,5,5,0,0,0,0,0,0.14,0.1,5,1.5,8.844,9.399,0.886,68,,,,,,,,,
23150,"BEEF,RIB EYE STK/RST,BONE-IN,LIP-ON,LN,1/8\ FAT",ALL GRDS,"RAW""",69.24,166,21.22,9.04,0.97,0,0,0,9,1.96,21,152,275,64,4.89,0.073,0.073,21.1,0,0.1,0.269,5.08,0.54,0.488,3,0,3,3,50.5,1.94,7,2,2,0,0,0,0,0,0.15,0.1,4,1.5,3.544,4.13,0.436,64,,,,,,,,,
13840,"BEEF,RIB,LRG END (RIBS 6-9),LN&FAT,1/8\FAT",ALL GRDS,CKD,"RSTD""",47.73,355,23.01,28.51,0.91,0,0,0,10,2.35,20,173,293,64,5.84,0.089,0.014,21.6,0,0.07,0.19,3.67,0.37,0.23,7,0,7,7,87.6,2.34,0,0,0,0,0,0,0,0,0.23,0.5,19,2,11.5,12.2,0.99,85,,,,,,,,
13388,"BEEF,RIB,LRG END (RIBS 6-9),LN,0\FAT",ALL GRDS,CKD,"RSTD""",57.9,238,27.53,13.4,1.08,0,0,0,8,2.82,25,209,357,73,7.46,0.105,0.016,22.8,0,0.09,0.22,4.45,0.45,0.26,9,0,9,9,104.9,2.61,0,0,0,0,0,0,0,0,0.14,0.2,9,1.6,5.35,5.6,0.38,81,,,,,,,,
13148,"BEEF,RIB,SHORTRIBS,LN&FAT,CHOIC,CKD,BRSD",35.72,471,21.57,41.98,0.74,0,0,0,12,2.31,15,162,224,50,4.88,0.099,0.013,20.8,0,0.05,0.15,2.452,0.252,0.22,5,0,5,5,82.2,2.62,0,0,0,0,0,0,0,0,0.29,0.7,27,2.4,17.8,18.88,1.53,94,,,,,,,,,,,
13150,"BEEF,RIB,SHORTRIBS,LN,CHOIC,CKD,BRSD",50.15,295,30.76,18.13,0.98,0,0,0,11,3.36,22,235,313,58,7.8,0.107,0.018,22.1,0,0.065,0.202,3.208,0.337,0.28,7,0,7,7,117.2,3.46,0,0,0,0,0,0,0,0,0.14,0.3,12,1.9,7.74,7.98,0.55,93,,,,,,,,,,,
13851,"BEEF,RIB,SML END (RIBS 10-12),LN&FAT,1/8\FAT",ALL GRDS,CKD,"BR""",53.65,291,25.85,20.04,1.05,0,0,0,19,1.66,22,201,323,53,4.67,0.078,0.009,28,0,0.07,0.125,6.881,0.51,0.541,8,0,8,8,98.5,1.52,0,0,0,0,0,0,0,0,0.49,0.3,13,1.8,7.894,8.355,0.762,97,,,,,,,,
23638,"BEEF,RIB,SML END (RIBS 10-12),LN,1/8\ FAT",ALL GRDS,CKD,"BRLD""",64.27,195,29.58,7.63,1.15,0,0,0,19,1.88,25,235,378,62,5.49,0.087,0.011,34.4,0,0.081,0.15,8.464,0.582,0.635,10,0,10,10,112.7,1.69,0,0,0,0,0,0,0,0,0.38,0.1,5,1.4,2.907,3.048,0.292,87,,,,,,,,
23626,"BEEF,RIB,SML END (RIBS 10-12),LN,1/8\FAT",CHOIC,CKD,"BRLD""",62.22,202,28.29,9.05,1.1,0,0,0,16,1.92,24,219,352,58,5.31,0.089,0.011,32.5,0,0.075,0.145,8.347,0.556,0.589,9,0,9,9,107.8,1.77,0,0,0,0,0,0,0,0,0.42,0.1,6,1.5,3.445,3.612,0.342,88,,,,,,,,
13829,"BEEF,RIB,WHL (RIBS 6-12),LN&FAT,1/8\FAT",CHOIC,CKD,"RSTD""",46.87,365,22.6,29.79,0.98,0,0,0,11,2.35,20,176,302,64,5.4,0.084,0.013,22.4,0,0.07,0.17,3.43,0.31,0.23,7,0,7,7,86.1,2.55,0,0,0,0,0,0,0,0,0.24,0.5,19,2,12.01,12.8,1.05,84,,,,,,,,
23590,"BEEF,RND,BTTM RND RST,LN,1/8\ FAT",SEL,CKD,"RSTD""",66.61,164,28.45,4.67,1.15,0,0,0,6,2.35,19,183,238,38,4.92,0.079,0.01,35.6,0,0.068,0.154,4.893,0.561,0.375,10,0,10,10,108.3,1.46,0,0,0,0,0,0,0,0,0.36,0.1,3,1.3,1.608,1.951,0.207,74,,,,,,,,
13398,"BEEF,RND,BTTM RND,STEAK,LN & FAT,0\ FAT",ALL GRDS,CKD,"BRSD""",57.33,223,33.56,8.86,1,0,0,0,8,2.72,22,208,271,44,5.6,0.08,0.012,34.2,0,0.077,0.179,5.866,0.662,0.441,10,0,10,10,127.8,1.87,0,0,0,0,0,0,0,0,0.45,0.2,6,1.6,3.184,3.751,0.334,95,,,,,,,,
13869,"BEEF,RND,BTTM RND,STEAK,LN & FAT,1/8\ FAT",ALL GRDS,CKD,"BRSD""",54.97,247,32.76,11.87,0.98,0,0,0,8,2.67,21,204,266,43,5.49,0.078,0.011,33.5,0,0.075,0.174,5.726,0.646,0.43,10,0,10,10,124.8,1.82,0,0,0,0,0,0,0,0,0.48,0.2,8,1.7,4.506,5.064,0.478,100,,,,,,,,
13407,"BEEF,RND,BTTM RND,STEAK,LN,0\ FAT",ALL GRDS,CKD,"BRSD""",58.09,214,34,7.67,1.01,0,0,0,7,2.83,23,214,278,44,5.82,0.084,0.012,38.3,0,0.077,0.192,6.109,0.669,0.456,11,0,11,11,129.5,1.88,0,0,0,0,0,0,0,0,0.45,0.1,5,1.6,2.675,3.231,0.286,93,,,,,,,,
23605,"BEEF,RND,BTTM RND,STEAK,LN,1/8\ FAT",ALL GRDS,CKD,"BRSD""",57.54,216,34.34,7.73,1.02,0,0,0,7,2.87,23,217,282,45,5.9,0.085,0.012,38.8,0,0.078,0.194,6.169,0.676,0.461,11,0,11,11,130.8,1.89,0,0,0,0,0,0,0,0,0.45,0.1,5,1.6,2.663,3.23,0.331,94,,,,,,,,
23622,"BEEF,RND,BTTM RND,STEAK,LN,1/8\ FAT",CHOIC,CKD,"BRSD""",56.44,228,34.22,9.02,0.98,0,0,0,7,3.01,23,215,278,45,5.95,0.08,0.012,38.8,0,0.071,0.214,6.575,0.672,0.478,11,0,11,11,130.3,2.02,0,0,0,0,0,0,0,0,0.46,0.1,6,1.7,3.109,3.771,0.383,97,,,,,,,,
23352,"BEEF,RND,EYE OF RD STEAK,BNLESS,L & F,0\ FT",CHOIC,CK,"GRLLED""",64.5,163,29.79,4.83,1.21,0,0,0,17,1.91,16,286,419,67,4.43,0.063,0.001,29.4,0,0.082,0.237,8.797,0.449,0.837,5,0,5,5,83.7,2.18,14,4,4,0,0,0,0,0,0.33,0,1,1.6,1.744,2.059,0.346,76,,,,,,,,
13415,"BEEF,RND,EYE OF RND RST,BNLESS,L & F,0\ FAT",A GRDS,CKD,"RSTD""",65.05,167,29.66,4.46,1.21,0,0,0,16,1.84,15,279,401,67,4.3,0.053,0.002,28.4,0,0.08,0.232,8.464,0.448,0.811,5,0,5,5,81,2.32,14,4,4,0,0,0,0,0,0.3,0,1,1.3,1.615,1.876,0.317,76,,,,,,,,
23330,"BEEF,RND,EYE OF RND RST,BNLESS,LN & FAT,0\ FAT",ALL GRDS,"RAW""",73.09,124,23.27,3.44,1.09,0,0,0,13,1.45,12,221,317,53,3.4,0.042,0.001,22.4,0,0.063,0.183,6.687,0.354,0.641,4,0,4,4,64,1.83,11,3,3,0,0,0,0,0,0.24,0,1,1.5,1.276,1.482,0.25,60,,,,,,,,,
23331,"BEEF,RND,EYE OF RND RST,BNLESS,LN & FAT,0\ FAT",CHOIC,"RAW""",72.88,127,23.26,3.74,1.1,0,0,0,13,1.47,12,220,323,52,3.41,0.049,0.001,22.7,0,0.063,0.183,6.779,0.346,0.645,4,0,4,4,64.5,1.68,11,3,3,0,0,0,0,0,0.25,0,1,1.5,1.308,1.547,0.263,58,,,,,,,,,
13417,"BEEF,RND,EYE OF RND RST,BNLESS,LN & FAT,0\ FAT",SEL,CKD,"RSTD""",65.92,162,29.45,3.97,1.21,0,0,0,16,1.74,14,280,392,63,4.25,0.044,0.002,27.9,0,0.08,0.233,8.289,0.463,0.803,5,0,5,5,80.2,2.6,21,6,6,0,0,0,0,0,0.28,0,1,1.3,1.555,1.751,0.292,79,,,,,,,,
23332,"BEEF,RND,EYE OF RND RST,BNLESS,LN & FAT,0\ FAT",SEL,"RAW""",73.4,120,23.28,3,1.08,0,0,0,13,1.37,11,221,309,50,3.36,0.035,0.002,22.1,0,0.063,0.184,6.548,0.366,0.634,4,0,4,4,63.3,2.06,17,5,5,0,0,0,0,0,0.22,0,1,1.5,1.229,1.383,0.231,62,,,,,,,,,
13416,"BEEF,RND,EYE OF RND RST,BNLESS,LN & FT,0\ FAT",CHOIC,CKD,"RSTD""",64.5,171,29.79,4.83,1.19,0,0,0,16,1.86,15,279,408,66,4.32,0.062,0.001,28.7,0,0.08,0.231,8.581,0.438,0.817,5,0,5,5,81.6,2.13,13,4,4,0,0,0,0,0,0.31,0,1,1.3,1.656,1.959,0.333,74,,,,,,,,
13418,"BEEF,RND,EYE OF RND RST,BNLESS,LN,0\ FAT",ALL GRDS,CKD,"RSTD""",65.35,163,29.85,3.9,1.27,0,0,0,16,1.84,15,281,404,67,4.33,0.054,0.002,28.6,0,0.08,0.233,8.506,0.449,0.815,5,0,5,5,81.3,2.32,5,1,1,0,0,0,0,0,0.3,0,1,1.3,1.375,1.602,0.295,76,,,,,,,,
23360,"BEEF,RND,EYE OF RND RST,BNLESS,LN,0\ FAT",ALL GRDS,"RAW""",73.43,121,23.37,3.04,1.1,0,0,0,13,1.45,12,222,319,53,3.42,0.042,0.001,22.6,0,0.063,0.184,6.72,0.355,0.644,4,0,4,4,64.2,1.84,4,1,1,0,0,0,0,0,0.24,0,1,1.5,1.086,1.266,0.233,60,,,,,,,,,
13419,"BEEF,RND,EYE OF RND RST,BNLESS,LN,0\ FAT",CHOIC,CKD,"RSTD""",64.83,166,29.94,4.26,1.21,0,0,0,16,1.86,15,280,411,66,4.35,0.062,0.001,28.8,0,0.08,0.232,8.62,0.449,0.82,5,0,5,5,81.2,2.13,7,2,2,0,0,0,0,0,0.34,0,2,1.3,1.439,1.713,0.314,74,,,,,,,,
23361,"BEEF,RND,EYE OF RND RST,BNLESS,LN,0\ FAT",CHOIC,"RAW""",73.18,124,23.35,3.38,1.1,0,0,0,13,1.47,12,221,324,52,3.43,0.049,0.001,22.8,0,0.063,0.183,6.81,0.354,0.648,4,0,4,4,64.2,1.68,6,2,2,0,0,0,0,0,0.27,0,1,1.5,1.137,1.353,0.248,58,,,,,,,,,
13420,"BEEF,RND,EYE OF RND RST,BNLESS,LN,0\ FAT",SEL,CKD,"RSTD""",66.2,157,29.52,3.43,1.19,0,0,0,16,1.74,14,281,394,63,4.28,0.045,0.002,28.1,0,0.08,0.234,8.335,0.465,0.807,5,0,5,5,80.5,2.61,9,3,3,0,0,0,0,0,0.28,0,1,1.3,1.28,1.438,0.266,79,,,,,,,,
23362,"BEEF,RND,EYE OF RND RST,BNLESS,LN,0\ FAT",SEL,"RAW""",73.81,116,23.41,2.52,1.09,0,0,0,13,1.37,11,222,312,50,3.38,0.035,0.002,22.2,0,0.064,0.185,6.585,0.367,0.637,4,0,4,4,63.6,2.07,7,2,2,0,0,0,0,0,0.22,0,1,1.6,1.011,1.136,0.211,62,,,,,,,,,
23334,"BEEF,RND,EYE OF RND STEAK,BNLESS LN & FAT,0\ FAT",CHOIC,"RAW""",72.81,127,23.24,3.83,1.1,0,0,0,13,1.47,12,220,322,52,3.41,0.049,0.001,22.6,0,0.063,0.182,6.773,0.345,0.645,4,0,4,4,64.4,1.68,11,3,3,0,0,0,0,0,0.25,0,1,1.5,1.343,1.585,0.266,58,,,,,,,,,
23335,"BEEF,RND,EYE OF RND STEAK,BNLESS,LN & FAT,0\ FAT",SEL,"RAW""",73.46,120,23.3,2.95,1.08,0,0,0,13,1.37,11,221,310,50,3.36,0.035,0.002,22.1,0,0.063,0.184,6.552,0.366,0.635,4,0,4,4,63.4,2.06,17,5,5,0,0,0,0,0,0.22,0,1,1.5,1.199,1.346,0.228,62,,,,,,,,,
23333,"BEEF,RND,EYE OF RND STEAK,BNLESS,LN & FT,0\ FAT",ALL GRDS,"RAW""",73.07,124,23.26,3.48,1.09,0,0,0,13,1.45,12,220,317,53,3.39,0.042,0.001,22.4,0,0.063,0.183,6.685,0.354,0.641,4,0,4,4,64,1.83,11,3,3,0,0,0,0,0,0.24,0,1,1.5,1.285,1.49,0.251,60,,,,,,,,,
